study_id,DOI,site_id,core_id,corenotes,Habitat_type,Habitat,Year_collected,Latitude,Longitude,U_depth_m,L_depth_m,OC_perc,N_perc,LOI,BD_reported_g_cm3,notes,U_depth_cm,L_depth_cm,OC mass,N mass
Kelleway_et_al_2016b,https://doi.org/10.1007/s10021-016-9972-3,MAC-F,MAC-F-R1,fluvial-influenced location; rush dominated,Salt marsh,saltmarsh,2014,-30.895831,152.99888,0.2,0.5,1.3838784,0.0913837,,1.209470414,,,,1.673759981,0.110525881
Kelleway_et_al_2016b,https://doi.org/10.1007/s10021-016-9972-3,MAC-F,MAC-F-R3,fluvial-influenced location; rush dominated,Salt marsh,saltmarsh,2014,-30.894598,152.998704,0.2,0.5,0.4130569,0.042769,,1.376890947,,,,0.568734306,0.058888249
Kelleway_et_al_2016b,https://doi.org/10.1007/s10021-016-9972-3,MAC-F,MAC-F-R4,fluvial-influenced location; rush dominated,Salt marsh,saltmarsh,2014,-30.894752,152.999114,0.2,0.5,0.7978257,0.0636279,,1.005480931,,,,0.802198528,0.06397664
Kelleway_et_al_2016b,https://doi.org/10.1007/s10021-016-9972-3,MAC-F,MAC-F-R5,fluvial-influenced location; rush dominated,Salt marsh,saltmarsh,2014,-30.894039,152.999826,0.2,0.5,0.9458537,0.0595768,,0.743508593,,,,0.703250354,0.044295863
Kelleway_et_al_2016b,https://doi.org/10.1007/s10021-016-9972-3,CAT-M,CAT-M-S1,marine-influenced location; herbaceous dominated,Salt marsh,saltmarsh,2014,-31.548156,152.850292,0.2,0.5,0.1615325,0.0123306,,1.761844035,,,,0.284595072,0.021724594
Kelleway_et_al_2016b,https://doi.org/10.1007/s10021-016-9972-3,CAT-M,CAT-M-S2,marine-influenced location; herbaceous dominated,Salt marsh,saltmarsh,2014,-31.548157,152.850128,0.2,0.5,0.1646771,0.0084946,,1.787754967,,,,0.294402303,0.015186263
Kelleway_et_al_2016b,https://doi.org/10.1007/s10021-016-9972-3,CAT-M,CAT-M-S4,marine-influenced location; herbaceous dominated,Salt marsh,saltmarsh,2014,-31.548849,152.849641,0.2,0.5,0.1543485,0.0081978,,1.767915031,,,,0.272875033,0.014493014
Kelleway_et_al_2016b,https://doi.org/10.1007/s10021-016-9972-3,CAT-M,CAT-M-S5,marine-influenced location; herbaceous dominated,Salt marsh,saltmarsh,2014,-31.549316,152.850247,0.2,0.5,0.6825706,0.0238803,,1.694383336,,,,1.15653625,0.040462382
Kelleway_et_al_2016b,https://doi.org/10.1007/s10021-016-9972-3,CAT-M,CAT-M-R2,marine-influenced location; rush dominated,Salt marsh,saltmarsh,2014,-31.548288,152.850027,0.2,0.5,0.2683938,0.0111394,,1.762239704,,,,0.472974211,0.019630293
Kelleway_et_al_2016b,https://doi.org/10.1007/s10021-016-9972-3,CAT-M,CAT-M-R3,marine-influenced location; rush dominated,Salt marsh,saltmarsh,2014,-31.548317,152.849789,0.2,0.5,0.8793031,0.0554411,,1.339635361,,,,1.177945526,0.074270858
Kelleway_et_al_2016b,https://doi.org/10.1007/s10021-016-9972-3,CAT-M,CAT-M-R4,marine-influenced location; rush dominated,Salt marsh,saltmarsh,2014,-31.548791,152.849655,0.2,0.5,0.1276444,0.0091568,,1.71543683,,,,0.218965905,0.015707912
Kelleway_et_al_2016b,https://doi.org/10.1007/s10021-016-9972-3,CAT-M,CAT-M-R5,marine-influenced location; rush dominated,Salt marsh,saltmarsh,2014,-31.549326,152.850143,0.2,0.5,0.2057185,0.0093854,,1.658435809,,,,0.341170927,0.015565083
Kelleway_et_al_2016b,https://doi.org/10.1007/s10021-016-9972-3,CAT-F,CAT-F-S1,fluvial-influenced location; herbaceous dominated,Salt marsh,saltmarsh,2014,-31.550647,152.844706,0.2,0.5,24.3405312,1.1344156,,0.153743496,,,,3.742198366,0.174409021
Kelleway_et_al_2016b,https://doi.org/10.1007/s10021-016-9972-3,CAT-F,CAT-F-S2,fluvial-influenced location; herbaceous dominated,Salt marsh,saltmarsh,2014,-31.550666,152.844532,0.2,0.5,27.3035343,0.9827316,,0.125008008,,,,3.413160438,0.12284932
Kelleway_et_al_2016b,https://doi.org/10.1007/s10021-016-9972-3,CAT-F,CAT-F-S3,fluvial-influenced location; herbaceous dominated,Salt marsh,saltmarsh,2014,-31.550844,152.844299,0.2,0.5,23.368902,0.9923525,,0.128805163,,,,3.010035231,0.127820125
Kelleway_et_al_2016b,https://doi.org/10.1007/s10021-016-9972-3,CAT-F,CAT-F-S4,fluvial-influenced location; herbaceous dominated,Salt marsh,saltmarsh,2014,-31.551297,152.84392,0.2,0.5,9.6259172,0.4043353,,0.435622881,,,,4.193269784,0.176137708
Kelleway_et_al_2016b,https://doi.org/10.1007/s10021-016-9972-3,CAT-F,CAT-F-R1,fluvial-influenced location; rush dominated,Salt marsh,saltmarsh,2014,-31.550832,152.84476,0.2,0.5,0.8013044,0.0483971,,1.265395062,,,,1.013966631,0.061241451
Kelleway_et_al_2016b,https://doi.org/10.1007/s10021-016-9972-3,CAT-F,CAT-F-R2,fluvial-influenced location; rush dominated,Salt marsh,saltmarsh,2014,-31.550746,152.844469,0.2,0.5,35.0046209,1.0404557,,0.12770353,,,,4.470213672,0.132869866
Kelleway_et_al_2016b,https://doi.org/10.1007/s10021-016-9972-3,CAT-F,CAT-F-R4,fluvial-influenced location; rush dominated,Salt marsh,saltmarsh,2014,-31.551298,152.844047,0.2,0.5,9.3393763,0.3903223,,0.342382186,,,,3.197636069,0.133639402
Kelleway_et_al_2016b,https://doi.org/10.1007/s10021-016-9972-3,CAT-F,CAT-F-R5,fluvial-influenced location; rush dominated,Salt marsh,saltmarsh,2014,-31.551587,152.844076,0.2,0.5,11.8002839,0.5553443,,0.276455949,,,,3.262258686,0.153528236
Kelleway_et_al_2016b,https://doi.org/10.1007/s10021-016-9972-3,WAL-M,WAL-M-S1,marine-influenced location; herbaceous dominated,Salt marsh,saltmarsh,2014,-32.200462,152.510398,0.2,0.5,0.3746811,0.0152566,,1.504553251,,,,0.563727667,0.022954367
Kelleway_et_al_2016b,https://doi.org/10.1007/s10021-016-9972-3,WAL-M,WAL-M-S2,marine-influenced location; herbaceous dominated,Salt marsh,saltmarsh,2014,-32.200746,152.510629,0.2,0.5,0.0763391,0.0110048,,1.593604414,,,,0.121654327,0.017537298
Kelleway_et_al_2016b,https://doi.org/10.1007/s10021-016-9972-3,WAL-M,WAL-M-S3,marine-influenced location; herbaceous dominated,Salt marsh,saltmarsh,2014,-32.200709,152.510441,0.2,0.5,0.0738004,0.0065937,,1.344286337,,,,0.099208869,0.008863821
Kelleway_et_al_2016b,https://doi.org/10.1007/s10021-016-9972-3,WAL-M,WAL-M-S5,marine-influenced location; herbaceous dominated,Salt marsh,saltmarsh,2014,-32.201717,152.508678,0.2,0.5,1.0605926,0.0662371,,1.066843959,,,,1.131486808,0.07066465
Kelleway_et_al_2016b,https://doi.org/10.1007/s10021-016-9972-3,WAL-M,WAL-M-R2,marine-influenced location; rush dominated,Salt marsh,saltmarsh,2014,-32.200759,152.509541,0.2,0.5,0.4893454,0.0238578,,1.506813782,,,,0.737352393,0.035949262
Kelleway_et_al_2016b,https://doi.org/10.1007/s10021-016-9972-3,WAL-M,WAL-M-R3,marine-influenced location; rush dominated,Salt marsh,saltmarsh,2014,-32.200788,152.508975,0.2,0.5,0.8591885,0.0404105,,1.362747666,,,,1.170857123,0.055069315
Kelleway_et_al_2016b,https://doi.org/10.1007/s10021-016-9972-3,WAL-M,WAL-M-R4,marine-influenced location; rush dominated,Salt marsh,saltmarsh,2014,-32.200692,152.508678,0.2,0.5,0.670035,0.0330301,,1.346175803,,,,0.901984904,0.044464321
Kelleway_et_al_2016b,https://doi.org/10.1007/s10021-016-9972-3,WAL-M,WAL-M-R5,marine-influenced location; rush dominated,Salt marsh,saltmarsh,2014,-32.201415,152.509036,0.2,0.5,0.2816337,0.0167585,,1.344817793,,,,0.378746011,0.022537129
Kelleway_et_al_2016b,https://doi.org/10.1007/s10021-016-9972-3,WAL-F,WAL-F-S1,fluvial-influenced location; herbaceous dominated,Salt marsh,saltmarsh,2014,-32.335915,152.487129,0.2,0.5,7.5542648,0.4550593,,0.548937869,,,,4.146822018,0.249799282
Kelleway_et_al_2016b,https://doi.org/10.1007/s10021-016-9972-3,WAL-F,WAL-F-S3,fluvial-influenced location; herbaceous dominated,Salt marsh,saltmarsh,2014,-32.335387,152.486775,0.2,0.5,6.4444772,0.3657011,,0.607893364,,,,3.917554926,0.222307272
Kelleway_et_al_2016b,https://doi.org/10.1007/s10021-016-9972-3,WAL-F,WAL-F-S4,fluvial-influenced location; herbaceous dominated,Salt marsh,saltmarsh,2014,-32.332219,152.487558,0.2,0.5,14.6661925,0.7849391,,0.394756039,,,,5.789568061,0.30985945
Kelleway_et_al_2016b,https://doi.org/10.1007/s10021-016-9972-3,WAL-F,WAL-F-S5,fluvial-influenced location; herbaceous dominated,Salt marsh,saltmarsh,2014,-32.331954,152.488078,0.2,0.5,8.4973016,0.4928566,,0.606925048,,,,5.157225185,0.299127016
Kelleway_et_al_2016b,https://doi.org/10.1007/s10021-016-9972-3,WAL-F,WAL-F-R1,fluvial-influenced location; rush dominated,Salt marsh,saltmarsh,2014,-32.335827,152.486963,0.2,0.5,10.9398771,0.5365718,,0.552492651,,,,6.044201705,0.296451976
Kelleway_et_al_2016b,https://doi.org/10.1007/s10021-016-9972-3,WAL-F,WAL-F-R2,fluvial-influenced location; rush dominated,Salt marsh,saltmarsh,2014,-32.33548,152.486681,0.2,0.5,6.5947066,0.4148806,,0.576534223,,,,3.802074047,0.239192864
Kelleway_et_al_2016b,https://doi.org/10.1007/s10021-016-9972-3,WAL-F,WAL-F-R3,fluvial-influenced location; rush dominated,Salt marsh,saltmarsh,2014,-32.335316,152.486606,0.2,0.5,7.6126284,0.4350778,,0.508028725,,,,3.867433901,0.22103202
Kelleway_et_al_2016b,https://doi.org/10.1007/s10021-016-9972-3,WAL-F,WAL-F-R5,fluvial-influenced location; rush dominated,Salt marsh,saltmarsh,2014,-32.331959,152.487744,0.2,0.5,6.1604819,0.2660718,,0.565018113,,,,3.480783858,0.150335386
Kelleway_et_al_2016b,https://doi.org/10.1007/s10021-016-9972-3,POR-M,POR-M-S1,marine-influenced location; herbaceous dominated,Salt marsh,saltmarsh,2014,-32.667571,152.1475,0.2,0.5,1.5299209,0.0682814,,1.196332625,,,,1.830294286,0.081687266
Kelleway_et_al_2016b,https://doi.org/10.1007/s10021-016-9972-3,POR-M,POR-M-S2,marine-influenced location; herbaceous dominated,Salt marsh,saltmarsh,2014,-32.668039,152.147029,0.2,0.5,0.9064811,0.0491703,,1.198512357,,,,1.0864288,0.058931212
Kelleway_et_al_2016b,https://doi.org/10.1007/s10021-016-9972-3,POR-M,POR-M-S4,marine-influenced location; herbaceous dominated,Salt marsh,saltmarsh,2014,-32.669169,152.14336,0.2,0.5,2.1504232,0.1111538,,1.042930948,,,,2.242742907,0.115925738
Kelleway_et_al_2016b,https://doi.org/10.1007/s10021-016-9972-3,POR-M,POR-M-S5,marine-influenced location; herbaceous dominated,Salt marsh,saltmarsh,2014,-32.668718,152.143499,0.2,0.5,0.96905,0.0606917,,1.233713964,,,,1.195530517,0.074876198
Kelleway_et_al_2016b,https://doi.org/10.1007/s10021-016-9972-3,POR-M,POR-M-R1,marine-influenced location; rush dominated,Salt marsh,saltmarsh,2014,-32.669149,152.14759,0.2,0.5,3.3030045,0.1131174,,0.825447293,,,,2.726456122,0.093372452
Kelleway_et_al_2016b,https://doi.org/10.1007/s10021-016-9972-3,POR-M,POR-M-R2,marine-influenced location; rush dominated,Salt marsh,saltmarsh,2014,-32.668892,152.146572,0.2,0.5,2.4647208,0.0867073,,0.996528451,,,,2.456164402,0.086406291
Kelleway_et_al_2016b,https://doi.org/10.1007/s10021-016-9972-3,POR-M,POR-M-R4,marine-influenced location; rush dominated,Salt marsh,saltmarsh,2014,-32.668926,152.144505,0.2,0.5,1.5247417,0.0611391,,1.10245724,,,,1.680962526,0.067403243
Kelleway_et_al_2016b,https://doi.org/10.1007/s10021-016-9972-3,POR-M,POR-M-R5,marine-influenced location; rush dominated,Salt marsh,saltmarsh,2014,-32.669082,152.1439,0.2,0.5,2.2662297,0.091516,,1.108089455,,,,2.511185233,0.101407915
Kelleway_et_al_2016b,https://doi.org/10.1007/s10021-016-9972-3,POR-F,POR-F-S1,fluvial-influenced location; herbaceous dominated,Salt marsh,saltmarsh,2014,-32.642504,151.988859,0.2,0.5,1.4472254,0.0703088,,0.513368709,,,,0.742960235,0.036094338
Kelleway_et_al_2016b,https://doi.org/10.1007/s10021-016-9972-3,POR-F,POR-F-S2,fluvial-influenced location; herbaceous dominated,Salt marsh,saltmarsh,2014,-32.642608,151.98905,0.2,0.5,1.3963203,0.0762665,,0.963905429,,,,1.345920718,0.073513693
Kelleway_et_al_2016b,https://doi.org/10.1007/s10021-016-9972-3,POR-F,POR-F-S3,fluvial-influenced location; herbaceous dominated,Salt marsh,saltmarsh,2014,-32.642637,151.988548,0.2,0.5,1.3012608,0.0737025,,1.126299,,,,1.465608738,0.083011052
Kelleway_et_al_2016b,https://doi.org/10.1007/s10021-016-9972-3,POR-F,POR-F-S5,fluvial-influenced location; herbaceous dominated,Salt marsh,saltmarsh,2014,-32.64322,151.987675,0.2,0.5,2.9283408,0.1339169,,0.604179179,,,,1.76924254,0.080909803
Kelleway_et_al_2016b,https://doi.org/10.1007/s10021-016-9972-3,POR-F,POR-F-R2,fluvial-influenced location; rush dominated,Salt marsh,saltmarsh,2014,-32.642364,151.988919,0.2,0.5,0.5858747,0.0402356,,1.021282618,,,,0.598343648,0.041091919
Kelleway_et_al_2016b,https://doi.org/10.1007/s10021-016-9972-3,POR-F,POR-F-R3,fluvial-influenced location; rush dominated,Salt marsh,saltmarsh,2014,-32.642627,151.988275,0.2,0.5,0.9668358,0.0490551,,0.756378393,,,,0.731293709,0.037104218
Kelleway_et_al_2016b,https://doi.org/10.1007/s10021-016-9972-3,POR-F,POR-F-R4,fluvial-influenced location; rush dominated,Salt marsh,saltmarsh,2014,-32.643337,151.988391,0.2,0.5,2.9018599,0.1395239,,0.826008055,,,,2.396959651,0.115247865
Kelleway_et_al_2016b,https://doi.org/10.1007/s10021-016-9972-3,POR-F,POR-F-R5,fluvial-influenced location; rush dominated,Salt marsh,saltmarsh,2014,-32.642908,151.987382,0.2,0.5,2.1814962,0.0776459,,0.717340308,,,,1.564875156,0.055698534
Kelleway_et_al_2016b,https://doi.org/10.1007/s10021-016-9972-3,SHO-M,SHO-M-S1,marine-influenced location; herbaceous dominated,Salt marsh,saltmarsh,2014,-34.908828,150.740143,0.2,0.5,1.3400731,0.1012432,,1.391404969,,,,1.864584371,0.140870292
Kelleway_et_al_2016b,https://doi.org/10.1007/s10021-016-9972-3,SHO-M,SHO-M-S3,marine-influenced location; herbaceous dominated,Salt marsh,saltmarsh,2014,-34.909763,150.740181,0.2,0.5,0.4496541,0.0503724,,1.403586816,,,,0.631128566,0.070702037
Kelleway_et_al_2016b,https://doi.org/10.1007/s10021-016-9972-3,SHO-M,SHO-M-S4,marine-influenced location; herbaceous dominated,Salt marsh,saltmarsh,2014,-34.90941,150.740889,0.2,0.5,0.5398223,0.051828,,1.566069654,,,,0.845399323,0.081166258
Kelleway_et_al_2016b,https://doi.org/10.1007/s10021-016-9972-3,SHO-M,SHO-M-S5,marine-influenced location; herbaceous dominated,Salt marsh,saltmarsh,2014,-34.908775,150.741283,0.2,0.5,0.6547782,0.0586169,,1.287628309,,,,0.843110946,0.07547678
Kelleway_et_al_2016b,https://doi.org/10.1007/s10021-016-9972-3,SHO-M,SHO-M-R1,marine-influenced location; rush dominated,Salt marsh,saltmarsh,2014,-34.908631,150.740193,0.2,0.5,0.9003022,0.0812549,,1.674444579,,,,1.507506138,0.136056827
Kelleway_et_al_2016b,https://doi.org/10.1007/s10021-016-9972-3,SHO-M,SHO-M-R2,marine-influenced location; rush dominated,Salt marsh,saltmarsh,2014,-34.9087,150.740194,0.2,0.5,1.0990956,0.0896769,,1.564522067,,,,1.71955932,0.140301489
Kelleway_et_al_2016b,https://doi.org/10.1007/s10021-016-9972-3,SHO-M,SHO-M-R4,marine-influenced location; rush dominated,Salt marsh,saltmarsh,2014,-34.909133,150.741559,0.2,0.5,0.4064099,0.0562253,,1.505397709,,,,0.611808532,0.084641438
Kelleway_et_al_2016b,https://doi.org/10.1007/s10021-016-9972-3,SHO-M,SHO-M-R5,marine-influenced location; rush dominated,Salt marsh,saltmarsh,2014,-34.908926,150.741647,0.2,0.5,0.530935,0.0433515,,1.729928147,,,,0.918479401,0.07499498
Kelleway_et_al_2016b,https://doi.org/10.1007/s10021-016-9972-3,SHO-F,SHO-F-S1,fluvial-influenced location; herbaceous dominated,Salt marsh,saltmarsh,2014,-34.935331,150.714458,0.2,0.5,2.1061587,0.0838208,,1.0952845,,,,2.306842979,0.091807623
Kelleway_et_al_2016b,https://doi.org/10.1007/s10021-016-9972-3,SHO-F,SHO-F-S2,fluvial-influenced location; herbaceous dominated,Salt marsh,saltmarsh,2014,-34.935399,150.714331,0.2,0.5,1.449486,0.0603149,,0.889588263,,,,1.289445733,0.053655427
Kelleway_et_al_2016b,https://doi.org/10.1007/s10021-016-9972-3,SHO-F,SHO-F-S3,fluvial-influenced location; herbaceous dominated,Salt marsh,saltmarsh,2014,-34.935411,150.714235,0.2,0.5,1.5034241,0.0660292,,0.848486927,,,,1.275635695,0.056024913
Kelleway_et_al_2016b,https://doi.org/10.1007/s10021-016-9972-3,SHO-F,SHO-F-S4,fluvial-influenced location; herbaceous dominated,Salt marsh,saltmarsh,2014,-34.935664,150.71391,0.2,0.5,0.3258811,0.016953,,1.307208558,,,,0.425994563,0.022161107
Kelleway_et_al_2016b,https://doi.org/10.1007/s10021-016-9972-3,SHO-F,SHO-F-R1,fluvial-influenced location; rush dominated,Salt marsh,saltmarsh,2014,-34.935652,150.713999,0.2,0.5,0.9579094,0.049594,,0.99773807,,,,0.955742676,0.049481822
Kelleway_et_al_2016b,https://doi.org/10.1007/s10021-016-9972-3,SHO-F,SHO-F-R2,fluvial-influenced location; rush dominated,Salt marsh,saltmarsh,2014,-34.935531,150.714226,0.2,0.5,1.8852084,0.0619258,,1.265547897,,,,2.385821525,0.078370066
Kelleway_et_al_2016b,https://doi.org/10.1007/s10021-016-9972-3,SHO-F,SHO-F-R3,fluvial-influenced location; rush dominated,Salt marsh,saltmarsh,2014,-34.935483,150.714255,0.2,0.5,1.3886804,0.0579934,,1.120340704,,,,1.555795177,0.064972367
Kelleway_et_al_2016b,https://doi.org/10.1007/s10021-016-9972-3,SHO-F,SHO-F-R5,fluvial-influenced location; rush dominated,Salt marsh,saltmarsh,2014,-34.93533,150.714575,0.2,0.5,1.1916488,0.0560353,,1.21005171,,,,1.441956668,0.067805611
Kelleway_et_al_2016b,https://doi.org/10.1007/s10021-016-9972-3,BAT-M,BAT-M-S1,marine-influenced location; herbaceous dominated,Salt marsh,saltmarsh,2014,-35.709908,150.171966,0.2,0.5,0.8751925,0.0459481,,1.235610804,,,,1.081397309,0.056773969
Kelleway_et_al_2016b,https://doi.org/10.1007/s10021-016-9972-3,BAT-M,BAT-M-S2,marine-influenced location; herbaceous dominated,Salt marsh,saltmarsh,2014,-35.709894,150.172273,0.2,0.5,0.5350043,0.0341104,,1.368907626,,,,0.732371466,0.046693987
Kelleway_et_al_2016b,https://doi.org/10.1007/s10021-016-9972-3,BAT-M,BAT-M-S4,marine-influenced location; herbaceous dominated,Salt marsh,saltmarsh,2014,-35.711174,150.173118,0.2,0.5,0.530362,0.0313255,,1.288061389,,,,0.683138814,0.040349167
Kelleway_et_al_2016b,https://doi.org/10.1007/s10021-016-9972-3,BAT-M,BAT-M-S5,marine-influenced location; herbaceous dominated,Salt marsh,saltmarsh,2014,-35.711768,150.173057,0.2,0.5,0.693473,0.0265059,,1.4486844,,,,1.004623517,0.038398684
Kelleway_et_al_2016b,https://doi.org/10.1007/s10021-016-9972-3,BAT-M,BAT-M-R2,marine-influenced location; rush dominated,Salt marsh,saltmarsh,2014,-35.709113,150.171632,0.2,0.5,1.4841585,0.0570717,,1.19347163,,,,1.771301065,0.068113455
Kelleway_et_al_2016b,https://doi.org/10.1007/s10021-016-9972-3,BAT-M,BAT-M-R3,marine-influenced location; rush dominated,Salt marsh,saltmarsh,2014,-35.709435,150.172179,0.2,0.5,2.0394625,0.087633,,1.051082276,,,,2.143642887,0.092109493
Kelleway_et_al_2016b,https://doi.org/10.1007/s10021-016-9972-3,BAT-M,BAT-M-R4,marine-influenced location; rush dominated,Salt marsh,saltmarsh,2014,-35.710239,150.173071,0.2,0.5,0.6509302,0.0295525,,1.092147527,,,,0.710911808,0.03227569
Kelleway_et_al_2016b,https://doi.org/10.1007/s10021-016-9972-3,BAT-M,BAT-M-R5,marine-influenced location; rush dominated,Salt marsh,saltmarsh,2014,-35.710531,150.173151,0.2,0.5,0.26979,0.0106691,,1.463445072,,,,0.394822846,0.015613642
Kelleway_et_al_2016b,https://doi.org/10.1007/s10021-016-9972-3,BAT-F,BAT-F-S2,fluvial-influenced location; herbaceous dominated,Salt marsh,saltmarsh,2014,-35.693089,150.099483,0.2,0.5,2.7109979,0.1165769,,0.964805094,,,,2.615584583,0.112473987
Kelleway_et_al_2016b,https://doi.org/10.1007/s10021-016-9972-3,BAT-F,BAT-F-S3,fluvial-influenced location; herbaceous dominated,Salt marsh,saltmarsh,2014,-35.693055,150.099694,0.2,0.5,4.6606565,0.196309,,0.740650458,,,,3.451917373,0.145396351
Kelleway_et_al_2016b,https://doi.org/10.1007/s10021-016-9972-3,BAT-F,BAT-F-S4,fluvial-influenced location; herbaceous dominated,Salt marsh,saltmarsh,2014,-35.692817,150.09956,0.2,0.5,2.697111,0.1228169,,0.810567616,,,,2.186190834,0.099551402
Kelleway_et_al_2016b,https://doi.org/10.1007/s10021-016-9972-3,BAT-F,BAT-F-S5,fluvial-influenced location; herbaceous dominated,Salt marsh,saltmarsh,2014,-35.692758,150.099886,0.2,0.5,4.1898644,0.1718496,,0.640379599,,,,2.683103685,0.110048978
Kelleway_et_al_2016b,https://doi.org/10.1007/s10021-016-9972-3,BAT-F,BAT-F-R1,fluvial-influenced location; rush dominated,Salt marsh,saltmarsh,2014,-35.692262,150.098597,0.2,0.5,6.3255531,0.2601576,,0.513055584,,,,3.245360339,0.133475309
Kelleway_et_al_2016b,https://doi.org/10.1007/s10021-016-9972-3,BAT-F,BAT-F-R3,fluvial-influenced location; rush dominated,Salt marsh,saltmarsh,2014,-35.69182,150.099358,0.2,0.5,9.8501305,0.3426813,,0.447739771,,,,4.410295175,0.153432047
Kelleway_et_al_2016b,https://doi.org/10.1007/s10021-016-9972-3,BAT-F,BAT-F-R4,fluvial-influenced location; rush dominated,Salt marsh,saltmarsh,2014,-35.691928,150.099703,0.2,0.5,7.1321346,0.2806412,,0.374475094,,,,2.670806772,0.10509314
Kelleway_et_al_2016b,https://doi.org/10.1007/s10021-016-9972-3,BAT-F,BAT-F-R5,fluvial-influenced location; rush dominated,Salt marsh,saltmarsh,2014,-35.692015,150.100176,0.2,0.5,9.6886159,0.4030745,,0.440877915,,,,4.271496776,0.177706645
Kelleway_et_al_2016b,https://doi.org/10.1007/s10021-016-9972-3,TUR-M,TUR-M-S1,marine-influenced location; herbaceous dominated,Salt marsh,saltmarsh,2014,-36.079019,150.123379,0.2,0.5,0.2549516,0.0105854,,1.489794143,,,,0.3798254,0.015770067
Kelleway_et_al_2016b,https://doi.org/10.1007/s10021-016-9972-3,TUR-M,TUR-M-S2,marine-influenced location; herbaceous dominated,Salt marsh,saltmarsh,2014,-36.078811,150.123397,0.2,0.5,0.1964548,0.0063221,,1.726139022,,,,0.339108296,0.010912824
Kelleway_et_al_2016b,https://doi.org/10.1007/s10021-016-9972-3,TUR-M,TUR-M-S3,marine-influenced location; herbaceous dominated,Salt marsh,saltmarsh,2014,-36.078495,150.123437,0.2,0.5,0.2538908,0.0158635,,1.549916503,,,,0.393509541,0.0245871
Kelleway_et_al_2016b,https://doi.org/10.1007/s10021-016-9972-3,TUR-M,TUR-M-S5,marine-influenced location; herbaceous dominated,Salt marsh,saltmarsh,2014,-36.076976,150.123042,0.2,0.5,0.3507964,0.0182141,,1.184154393,,,,0.415397098,0.021568307
Kelleway_et_al_2016b,https://doi.org/10.1007/s10021-016-9972-3,TUR-M,TUR-M-R1,marine-influenced location; rush dominated,Salt marsh,saltmarsh,2014,-36.076022,150.122937,0.2,0.5,0.3770842,0.0440662,,1.139631058,,,,0.429736866,0.05021921
Kelleway_et_al_2016b,https://doi.org/10.1007/s10021-016-9972-3,TUR-M,TUR-M-R2,marine-influenced location; rush dominated,Salt marsh,saltmarsh,2014,-36.075918,150.122695,0.2,0.5,0.9988775,0.054002,,0.936107969,,,,0.935057188,0.050551703
Kelleway_et_al_2016b,https://doi.org/10.1007/s10021-016-9972-3,TUR-M,TUR-M-R3,marine-influenced location; rush dominated,Salt marsh,saltmarsh,2014,-36.076081,150.122306,0.2,0.5,0.8075722,0.0299313,,1.225759669,,,,0.989889432,0.03668858
Kelleway_et_al_2016b,https://doi.org/10.1007/s10021-016-9972-3,TUR-M,TUR-M-R5,marine-influenced location; rush dominated,Salt marsh,saltmarsh,2014,-36.076713,150.12199,0.2,0.5,0.6631029,0.0378537,,1.294119905,,,,0.858134662,0.048987227
Kelleway_et_al_2016b,https://doi.org/10.1007/s10021-016-9972-3,TUR-F,TUR-F-S1,fluvial-influenced location; herbaceous dominated,Salt marsh,saltmarsh,2014,-36.052456,150.065503,0.2,0.5,2.6261316,0.131924,,0.945538051,,,,2.483107354,0.124739162
Kelleway_et_al_2016b,https://doi.org/10.1007/s10021-016-9972-3,TUR-F,TUR-F-S3,fluvial-influenced location; herbaceous dominated,Salt marsh,saltmarsh,2014,-36.053587,150.064199,0.2,0.5,3.8461455,0.1894552,,0.860062616,,,,3.307925959,0.162943335
Kelleway_et_al_2016b,https://doi.org/10.1007/s10021-016-9972-3,TUR-F,TUR-F-S4,fluvial-influenced location; herbaceous dominated,Salt marsh,saltmarsh,2014,-36.054078,150.062818,0.2,0.5,3.1669765,0.1447327,,0.77378598,,,,2.450562014,0.111992134
Kelleway_et_al_2016b,https://doi.org/10.1007/s10021-016-9972-3,TUR-F,TUR-F-S5,fluvial-influenced location; herbaceous dominated,Salt marsh,saltmarsh,2014,-36.057233,150.063029,0.2,0.5,2.6773285,0.1540617,,0.928585042,,,,2.486127198,0.14305939
Kelleway_et_al_2016b,https://doi.org/10.1007/s10021-016-9972-3,TUR-F,TUR-F-R1,fluvial-influenced location; rush dominated,Salt marsh,saltmarsh,2014,-36.057407,150.063667,0.2,0.5,3.246176,0.2002101,,0.670662702,,,,2.177089168,0.134273447
Kelleway_et_al_2016b,https://doi.org/10.1007/s10021-016-9972-3,TUR-F,TUR-F-R2,fluvial-influenced location; rush dominated,Salt marsh,saltmarsh,2014,-36.056969,150.063049,0.2,0.5,3.0887762,0.1879148,,0.552807649,,,,1.707499109,0.103880739
Kelleway_et_al_2016b,https://doi.org/10.1007/s10021-016-9972-3,TUR-F,TUR-F-R4,fluvial-influenced location; rush dominated,Salt marsh,saltmarsh,2014,-36.05566,150.062765,0.2,0.5,5.2529411,0.3485162,,0.460689342,,,,2.419973977,0.160557699
Kelleway_et_al_2016b,https://doi.org/10.1007/s10021-016-9972-3,TUR-F,TUR-F-R5,fluvial-influenced location; rush dominated,Salt marsh,saltmarsh,2014,-36.055223,150.06285,0.2,0.5,7.1375583,0.4217357,,0.48120143,,,,3.434603259,0.202939822
