"study_id","site_id","transect_id","plot_id","core_id","year","month","day","latitude","longitude","position_method","section_n","max_depth","habitat","site_description","ecotype","protection_status","protection_notes","ecosystem_health","pH","salinity","ORP","inundation_notes","tree_count","dominant_species","plot_sediment_carbon","plot_sediment_carbon_1m","plot_biomass_carbon","total_ecosystem_carbon","total_ecosystem_carbon_1m","depth_min","depth_max","soil_organic_matter","soil_total_carbon","soil_inorganic_carbon","soil_organic_carbon","soil_nitrogen","dry_bulk_density","soil_carbon_density_total","soil_carbon_density_inorganic","soil_carbon_density_organic","carbon_stock_total","carbon_stock_inorganic","carbon_stock_organic","fraction_carbon","fraction_nitrogen","core_latitude","core_longitude","Habitat_type"
"Morrissette_et_al_2023","Channel Caye","2",4,"Channel Caye_2_4_mangrove",2021,9,10,16.644587,-88.163938,"handheld",1,90,"mangrove","many thin white mangroves with some ery large 30ft tall black mangrove trees, standing water, some red mixed in","Caye","Protected","South Water Caye Marine Reserve","disturbed",6.99,28,-103,"rising (plots 1-3) to high (plot 4) to falling tide (plots 5-6)",53,"Laguncularia racemosa",662.4725916,662.4725916,211.4316294,873.904221,873.904221,15,20,67.7699,34.2134,0,34.2134,1.591,0.2164,0.074,0,0.074,37.0218,0,37.0218,0.342134,0.01591,16.644587,-88.163938,"mangrove"
"Morrissette_et_al_2023","Channel Caye","2",4,"Channel Caye_2_4_mangrove",2021,9,10,16.644587,-88.163938,"handheld",1,90,"mangrove","many thin white mangroves with some ery large 30ft tall black mangrove trees, standing water, some red mixed in","Caye","Protected","South Water Caye Marine Reserve","disturbed",6.99,28,-103,"rising (plots 1-3) to high (plot 4) to falling tide (plots 5-6)",53,"Laguncularia racemosa",662.4725916,662.4725916,211.4316294,873.904221,873.904221,20,25,69.808,35.8104,0,35.8104,1.4732,0.2465,0.0883,0,0.0883,44.1298,0,44.1298,0.358104,0.014732,16.644587,-88.163938,"mangrove"
"Morrissette_et_al_2023","Channel Caye","2",4,"Channel Caye_2_4_mangrove",2021,9,10,16.644587,-88.163938,"handheld",1,90,"mangrove","many thin white mangroves with some ery large 30ft tall black mangrove trees, standing water, some red mixed in","Caye","Protected","South Water Caye Marine Reserve","disturbed",6.99,28,-103,"rising (plots 1-3) to high (plot 4) to falling tide (plots 5-6)",53,"Laguncularia racemosa",662.4725916,662.4725916,211.4316294,873.904221,873.904221,25,30,70.3073,35.5877,0,35.5877,1.3651,0.2256,0.0803,0,0.0803,40.1353,0,40.1353,0.355877,0.013651,16.644587,-88.163938,"mangrove"
"Morrissette_et_al_2023","Channel Caye","2",4,"Channel Caye_2_4_mangrove",2021,9,10,16.644587,-88.163938,"handheld",1,90,"mangrove","many thin white mangroves with some ery large 30ft tall black mangrove trees, standing water, some red mixed in","Caye","Protected","South Water Caye Marine Reserve","disturbed",6.99,28,-103,"rising (plots 1-3) to high (plot 4) to falling tide (plots 5-6)",53,"Laguncularia racemosa",662.4725916,662.4725916,211.4316294,873.904221,873.904221,30,35,70.4714,34.5642,0,34.5642,1.2707,0.2572,0.0889,0,0.0889,44.446,0,44.446,0.345642,0.012707,16.644587,-88.163938,"mangrove"
"Morrissette_et_al_2023","Channel Caye","2",4,"Channel Caye_2_4_mangrove",2021,9,10,16.644587,-88.163938,"handheld",1,90,"mangrove","many thin white mangroves with some ery large 30ft tall black mangrove trees, standing water, some red mixed in","Caye","Protected","South Water Caye Marine Reserve","disturbed",6.99,28,-103,"rising (plots 1-3) to high (plot 4) to falling tide (plots 5-6)",53,"Laguncularia racemosa",662.4725916,662.4725916,211.4316294,873.904221,873.904221,35,40,66.3481,32.4644,0,32.4644,1.2817,0.1911,0.062,0,0.062,31.0195,0,31.0195,0.324644,0.012817,16.644587,-88.163938,"mangrove"
"Morrissette_et_al_2023","Channel Caye","2",4,"Channel Caye_2_4_mangrove",2021,9,10,16.644587,-88.163938,"handheld",1,90,"mangrove","many thin white mangroves with some ery large 30ft tall black mangrove trees, standing water, some red mixed in","Caye","Protected","South Water Caye Marine Reserve","disturbed",6.99,28,-103,"rising (plots 1-3) to high (plot 4) to falling tide (plots 5-6)",53,"Laguncularia racemosa",662.4725916,662.4725916,211.4316294,873.904221,873.904221,40,45,71.6403,35.6017,0,35.6017,1.151,0.2356,0.0839,0,0.0839,41.9464,0,41.9464,0.356017,0.01151,16.644587,-88.163938,"mangrove"
"Morrissette_et_al_2023","Channel Caye","2",4,"Channel Caye_2_4_mangrove",2021,9,10,16.644587,-88.163938,"handheld",1,90,"mangrove","many thin white mangroves with some ery large 30ft tall black mangrove trees, standing water, some red mixed in","Caye","Protected","South Water Caye Marine Reserve","disturbed",6.99,28,-103,"rising (plots 1-3) to high (plot 4) to falling tide (plots 5-6)",53,"Laguncularia racemosa",662.4725916,662.4725916,211.4316294,873.904221,873.904221,45,50,66.606,32.7923,0,32.7923,1.2462,0.1853,0.0608,0,0.0608,30.3854,0,30.3854,0.327923,0.012462,16.644587,-88.163938,"mangrove"
"Morrissette_et_al_2023","Channel Caye","2",4,"Channel Caye_2_4_mangrove",2021,9,10,16.644587,-88.163938,"handheld",1,90,"mangrove","many thin white mangroves with some ery large 30ft tall black mangrove trees, standing water, some red mixed in","Caye","Protected","South Water Caye Marine Reserve","disturbed",6.99,28,-103,"rising (plots 1-3) to high (plot 4) to falling tide (plots 5-6)",53,"Laguncularia racemosa",662.4725916,662.4725916,211.4316294,873.904221,873.904221,72.5,77.5,63.7661,30.6381,0,30.6381,1.1972,0.2267,0.0695,0,0.0695,208.3815,0,208.3815,0.306381,0.011972,16.644587,-88.163938,"mangrove"
"Morrissette_et_al_2023","Channel Caye","2",4,"Channel Caye_2_4_mangrove",2021,9,10,16.644587,-88.163938,"handheld",1,90,"mangrove","many thin white mangroves with some ery large 30ft tall black mangrove trees, standing water, some red mixed in","Caye","Protected","South Water Caye Marine Reserve","disturbed",6.99,28,-103,"rising (plots 1-3) to high (plot 4) to falling tide (plots 5-6)",53,"Laguncularia racemosa",662.4725916,662.4725916,211.4316294,873.904221,873.904221,83,88,61.7035,30.7897,0,30.7897,1.2615,0.3048,0.0938,0,0.0938,93.8379,0,93.8379,0.307897,0.012615,16.644587,-88.163938,"mangrove"
"Morrissette_et_al_2023","Channel Caye","2",5,"Channel Caye_2_5_mangrove",2021,9,10,16.644532,-88.163719,"handheld",1,88,"mangrove","end of caye facing orcean, sparse black mangrove with fringing red to the edge, standing water, black trees very large, disturbed area","Caye","Protected","South Water Caye Marine Reserve","disturbed",6.91,28,10,"rising (plots 1-3) to high (plot 4) to falling tide (plots 5-6)",8,"Avicennia germinans",530.2835,530.2835,32.67927662,562.9627766,562.9627766,0,5,72.3723,36.022,0,36.022,1.6748,0.1837,0.0662,0,0.0662,33.0942,0,33.0942,0.36022,0.016748,16.644532,-88.163719,"mangrove"
"Morrissette_et_al_2023","Channel Caye","2",5,"Channel Caye_2_5_mangrove",2021,9,10,16.644532,-88.163719,"handheld",1,88,"mangrove","end of caye facing orcean, sparse black mangrove with fringing red to the edge, standing water, black trees very large, disturbed area","Caye","Protected","South Water Caye Marine Reserve","disturbed",6.91,28,10,"rising (plots 1-3) to high (plot 4) to falling tide (plots 5-6)",8,"Avicennia germinans",530.2835,530.2835,32.67927662,562.9627766,562.9627766,5,10,71.2148,35.9061,0,35.9061,1.649,0.2154,0.0773,0,0.0773,38.6649,0,38.6649,0.359061,0.01649,16.644532,-88.163719,"mangrove"
"Morrissette_et_al_2023","Channel Caye","2",5,"Channel Caye_2_5_mangrove",2021,9,10,16.644532,-88.163719,"handheld",1,88,"mangrove","end of caye facing orcean, sparse black mangrove with fringing red to the edge, standing water, black trees very large, disturbed area","Caye","Protected","South Water Caye Marine Reserve","disturbed",6.91,28,10,"rising (plots 1-3) to high (plot 4) to falling tide (plots 5-6)",8,"Avicennia germinans",530.2835,530.2835,32.67927662,562.9627766,562.9627766,10,15,67.2151,34.6378,0,34.6378,1.3987,0.2044,0.0708,0,0.0708,35.4069,0,35.4069,0.346378,0.013987,16.644532,-88.163719,"mangrove"
"Morrissette_et_al_2023","Channel Caye","2",5,"Channel Caye_2_5_mangrove",2021,9,10,16.644532,-88.163719,"handheld",1,88,"mangrove","end of caye facing orcean, sparse black mangrove with fringing red to the edge, standing water, black trees very large, disturbed area","Caye","Protected","South Water Caye Marine Reserve","disturbed",6.91,28,10,"rising (plots 1-3) to high (plot 4) to falling tide (plots 5-6)",8,"Avicennia germinans",530.2835,530.2835,32.67927662,562.9627766,562.9627766,15,20,68.5428,32.1343,0,32.1343,1.3165,0.2028,0.0652,0,0.0652,32.5777,0,32.5777,0.321343,0.013165,16.644532,-88.163719,"mangrove"
"Morrissette_et_al_2023","Channel Caye","2",5,"Channel Caye_2_5_mangrove",2021,9,10,16.644532,-88.163719,"handheld",1,88,"mangrove","end of caye facing orcean, sparse black mangrove with fringing red to the edge, standing water, black trees very large, disturbed area","Caye","Protected","South Water Caye Marine Reserve","disturbed",6.91,28,10,"rising (plots 1-3) to high (plot 4) to falling tide (plots 5-6)",8,"Avicennia germinans",530.2835,530.2835,32.67927662,562.9627766,562.9627766,20,25,66.5039,31.8889,0,31.8889,1.3298,0.2081,0.0664,0,0.0664,33.1833,0,33.1833,0.318889,0.013298,16.644532,-88.163719,"mangrove"
"Morrissette_et_al_2023","Channel Caye","2",5,"Channel Caye_2_5_mangrove",2021,9,10,16.644532,-88.163719,"handheld",1,88,"mangrove","end of caye facing orcean, sparse black mangrove with fringing red to the edge, standing water, black trees very large, disturbed area","Caye","Protected","South Water Caye Marine Reserve","disturbed",6.91,28,10,"rising (plots 1-3) to high (plot 4) to falling tide (plots 5-6)",8,"Avicennia germinans",530.2835,530.2835,32.67927662,562.9627766,562.9627766,25,30,69.0841,34.6117,0,34.6117,1.1697,0.218,0.0755,0,0.0755,37.7255,0,37.7255,0.346117,0.011697,16.644532,-88.163719,"mangrove"
"Morrissette_et_al_2023","Channel Caye","2",5,"Channel Caye_2_5_mangrove",2021,9,10,16.644532,-88.163719,"handheld",1,88,"mangrove","end of caye facing orcean, sparse black mangrove with fringing red to the edge, standing water, black trees very large, disturbed area","Caye","Protected","South Water Caye Marine Reserve","disturbed",6.91,28,10,"rising (plots 1-3) to high (plot 4) to falling tide (plots 5-6)",8,"Avicennia germinans",530.2835,530.2835,32.67927662,562.9627766,562.9627766,30,35,69.8818,34.2605,0,34.2605,1.2034,0.2715,0.093,0,0.093,46.5029,0,46.5029,0.342605,0.012034,16.644532,-88.163719,"mangrove"
"Morrissette_et_al_2023","Channel Caye","2",5,"Channel Caye_2_5_mangrove",2021,9,10,16.644532,-88.163719,"handheld",1,88,"mangrove","end of caye facing orcean, sparse black mangrove with fringing red to the edge, standing water, black trees very large, disturbed area","Caye","Protected","South Water Caye Marine Reserve","disturbed",6.91,28,10,"rising (plots 1-3) to high (plot 4) to falling tide (plots 5-6)",8,"Avicennia germinans",530.2835,530.2835,32.67927662,562.9627766,562.9627766,35,40,72.941,35.9394,0,35.9394,1.0508,0.2335,0.0839,0,0.0839,41.9667,0,41.9667,0.359394,0.010508,16.644532,-88.163719,"mangrove"
"Morrissette_et_al_2023","Channel Caye","2",5,"Channel Caye_2_5_mangrove",2021,9,10,16.644532,-88.163719,"handheld",1,88,"mangrove","end of caye facing orcean, sparse black mangrove with fringing red to the edge, standing water, black trees very large, disturbed area","Caye","Protected","South Water Caye Marine Reserve","disturbed",6.91,28,10,"rising (plots 1-3) to high (plot 4) to falling tide (plots 5-6)",8,"Avicennia germinans",530.2835,530.2835,32.67927662,562.9627766,562.9627766,40,45,67.5501,33.7231,0,33.7231,0.9505,0.2833,0.0956,0,0.0956,47.7753,0,47.7753,0.337231,0.009505,16.644532,-88.163719,"mangrove"
"Morrissette_et_al_2023","Channel Caye","2",5,"Channel Caye_2_5_mangrove",2021,9,10,16.644532,-88.163719,"handheld",1,88,"mangrove","end of caye facing orcean, sparse black mangrove with fringing red to the edge, standing water, black trees very large, disturbed area","Caye","Protected","South Water Caye Marine Reserve","disturbed",6.91,28,10,"rising (plots 1-3) to high (plot 4) to falling tide (plots 5-6)",8,"Avicennia germinans",530.2835,530.2835,32.67927662,562.9627766,562.9627766,45,50,69.8991,36.1103,0,36.1103,1.2247,0.2369,0.0855,0,0.0855,42.7732,0,42.7732,0.361103,0.012247,16.644532,-88.163719,"mangrove"
"Morrissette_et_al_2023","Channel Caye","2",5,"Channel Caye_2_5_mangrove",2021,9,10,16.644532,-88.163719,"handheld",1,88,"mangrove","end of caye facing orcean, sparse black mangrove with fringing red to the edge, standing water, black trees very large, disturbed area","Caye","Protected","South Water Caye Marine Reserve","disturbed",6.91,28,10,"rising (plots 1-3) to high (plot 4) to falling tide (plots 5-6)",8,"Avicennia germinans",530.2835,530.2835,32.67927662,562.9627766,562.9627766,72.5,77.5,60.6285,28.9165,0,28.9165,0.9398,0.1396,0.0404,0,0.0404,121.12,0,121.12,0.289165,0.009398,16.644532,-88.163719,"mangrove"
"Morrissette_et_al_2023","Channel Caye","2",5,"Channel Caye_2_5_mangrove",2021,9,10,16.644532,-88.163719,"handheld",1,88,"mangrove","end of caye facing orcean, sparse black mangrove with fringing red to the edge, standing water, black trees very large, disturbed area","Caye","Protected","South Water Caye Marine Reserve","disturbed",6.91,28,10,"rising (plots 1-3) to high (plot 4) to falling tide (plots 5-6)",8,"Avicennia germinans",530.2835,530.2835,32.67927662,562.9627766,562.9627766,80,85,51.599,24.0842,0,24.0842,0.8046,0.1012,0.0244,0,0.0244,19.4927,0,19.4927,0.240842,0.008046,16.644532,-88.163719,"mangrove"
"Morrissette_et_al_2023","Channel Caye","2",6,"Channel Caye_2_6_mangrove",2021,9,10,16.644742,-88.163687,"handheld",2,101,"mangrove","*located to the north of P5* black mangroves, mix of medium to small white trees, few red, standing water deeper than previous sites, pnuematophores at top","Caye","Protected","South Water Caye Marine Reserve","disturbed",6.96,30,-9,"rising (plots 1-3) to high (plot 4) to falling tide (plots 5-6)",39,"Laguncularia racemosa",604.8946146,604.8946146,124.8655341,729.7601487,729.7601486,0,5,73.8897,26.7538,0,26.7538,1.3647,0.1668,0.0446,0,0.0446,22.3167,0,22.3167,0.267538,0.013647,16.644742,-88.163687,"mangrove"
"Morrissette_et_al_2023","Channel Caye","2",6,"Channel Caye_2_6_mangrove",2021,9,10,16.644742,-88.163687,"handheld",2,101,"mangrove","*located to the north of P5* black mangroves, mix of medium to small white trees, few red, standing water deeper than previous sites, pnuematophores at top","Caye","Protected","South Water Caye Marine Reserve","disturbed",6.96,30,-9,"rising (plots 1-3) to high (plot 4) to falling tide (plots 5-6)",39,"Laguncularia racemosa",604.8946146,604.8946146,124.8655341,729.7601487,729.7601486,5,10,74.2593,31.2032,0,31.2032,1.1351,0.216,0.0674,0,0.0674,33.699,0,33.699,0.312032,0.011351,16.644742,-88.163687,"mangrove"
"Morrissette_et_al_2023","Channel Caye","2",6,"Channel Caye_2_6_mangrove",2021,9,10,16.644742,-88.163687,"handheld",2,101,"mangrove","*located to the north of P5* black mangroves, mix of medium to small white trees, few red, standing water deeper than previous sites, pnuematophores at top","Caye","Protected","South Water Caye Marine Reserve","disturbed",6.96,30,-9,"rising (plots 1-3) to high (plot 4) to falling tide (plots 5-6)",39,"Laguncularia racemosa",604.8946146,604.8946146,124.8655341,729.7601487,729.7601486,10,15,67.6234,36.9507,0,36.9507,1.8202,0.1823,0.0674,0,0.0674,33.6757,0,33.6757,0.369507,0.018202,16.644742,-88.163687,"mangrove"
"Morrissette_et_al_2023","Channel Caye","2",6,"Channel Caye_2_6_mangrove",2021,9,10,16.644742,-88.163687,"handheld",2,101,"mangrove","*located to the north of P5* black mangroves, mix of medium to small white trees, few red, standing water deeper than previous sites, pnuematophores at top","Caye","Protected","South Water Caye Marine Reserve","disturbed",6.96,30,-9,"rising (plots 1-3) to high (plot 4) to falling tide (plots 5-6)",39,"Laguncularia racemosa",604.8946146,604.8946146,124.8655341,729.7601487,729.7601486,15,20,70.2874,36.5768,0,36.5768,1.6892,0.2173,0.0795,0,0.0795,39.733,0,39.733,0.365768,0.016892,16.644742,-88.163687,"mangrove"
"Morrissette_et_al_2023","Channel Caye","2",6,"Channel Caye_2_6_mangrove",2021,9,10,16.644742,-88.163687,"handheld",2,101,"mangrove","*located to the north of P5* black mangroves, mix of medium to small white trees, few red, standing water deeper than previous sites, pnuematophores at top","Caye","Protected","South Water Caye Marine Reserve","disturbed",6.96,30,-9,"rising (plots 1-3) to high (plot 4) to falling tide (plots 5-6)",39,"Laguncularia racemosa",604.8946146,604.8946146,124.8655341,729.7601487,729.7601486,20,25,69.4204,36.1714,0,36.1714,1.7495,0.2112,0.0764,0,0.0764,38.1906,0,38.1906,0.361714,0.017495,16.644742,-88.163687,"mangrove"
"Morrissette_et_al_2023","Channel Caye","2",6,"Channel Caye_2_6_mangrove",2021,9,10,16.644742,-88.163687,"handheld",2,101,"mangrove","*located to the north of P5* black mangroves, mix of medium to small white trees, few red, standing water deeper than previous sites, pnuematophores at top","Caye","Protected","South Water Caye Marine Reserve","disturbed",6.96,30,-9,"rising (plots 1-3) to high (plot 4) to falling tide (plots 5-6)",39,"Laguncularia racemosa",604.8946146,604.8946146,124.8655341,729.7601487,729.7601486,25,30,85.2331,35.1231,0,35.1231,1.3764,0.2231,0.0784,0,0.0784,39.187,0,39.187,0.351231,0.013764,16.644742,-88.163687,"mangrove"
"Morrissette_et_al_2023","Channel Caye","2",6,"Channel Caye_2_6_mangrove",2021,9,10,16.644742,-88.163687,"handheld",2,101,"mangrove","*located to the north of P5* black mangroves, mix of medium to small white trees, few red, standing water deeper than previous sites, pnuematophores at top","Caye","Protected","South Water Caye Marine Reserve","disturbed",6.96,30,-9,"rising (plots 1-3) to high (plot 4) to falling tide (plots 5-6)",39,"Laguncularia racemosa",604.8946146,604.8946146,124.8655341,729.7601487,729.7601486,30,35,70.7149,36.7085,0,36.7085,1.3173,0.2295,0.0843,0,0.0843,42.1321,0,42.1321,0.367085,0.013173,16.644742,-88.163687,"mangrove"
"Morrissette_et_al_2023","Channel Caye","2",6,"Channel Caye_2_6_mangrove",2021,9,10,16.644742,-88.163687,"handheld",2,101,"mangrove","*located to the north of P5* black mangroves, mix of medium to small white trees, few red, standing water deeper than previous sites, pnuematophores at top","Caye","Protected","South Water Caye Marine Reserve","disturbed",6.96,30,-9,"rising (plots 1-3) to high (plot 4) to falling tide (plots 5-6)",39,"Laguncularia racemosa",604.8946146,604.8946146,124.8655341,729.7601487,729.7601486,35,40,69.4251,36.8699,0,36.8699,1.4605,0.2257,0.0832,0,0.0832,41.6007,0,41.6007,0.368699,0.014605,16.644742,-88.163687,"mangrove"
"Morrissette_et_al_2023","Channel Caye","2",6,"Channel Caye_2_6_mangrove",2021,9,10,16.644742,-88.163687,"handheld",2,101,"mangrove","*located to the north of P5* black mangroves, mix of medium to small white trees, few red, standing water deeper than previous sites, pnuematophores at top","Caye","Protected","South Water Caye Marine Reserve","disturbed",6.96,30,-9,"rising (plots 1-3) to high (plot 4) to falling tide (plots 5-6)",39,"Laguncularia racemosa",604.8946146,604.8946146,124.8655341,729.7601487,729.7601486,40,45,68.8857,35.2859,0,35.2859,1.427,0.2114,0.0746,0,0.0746,37.2927,0,37.2927,0.352859,0.01427,16.644742,-88.163687,"mangrove"
"Morrissette_et_al_2023","Channel Caye","2",6,"Channel Caye_2_6_mangrove",2021,9,10,16.644742,-88.163687,"handheld",2,101,"mangrove","*located to the north of P5* black mangroves, mix of medium to small white trees, few red, standing water deeper than previous sites, pnuematophores at top","Caye","Protected","South Water Caye Marine Reserve","disturbed",6.96,30,-9,"rising (plots 1-3) to high (plot 4) to falling tide (plots 5-6)",39,"Laguncularia racemosa",604.8946146,604.8946146,124.8655341,729.7601487,729.7601486,45,50,66.9268,34.8633,0,34.8633,1.36,0.2113,0.0737,0,0.0737,36.8277,0,36.8277,0.348633,0.0136,16.644742,-88.163687,"mangrove"
"Morrissette_et_al_2023","Channel Caye","2",6,"Channel Caye_2_6_mangrove",2021,9,10,16.644742,-88.163687,"handheld",2,101,"mangrove","*located to the north of P5* black mangroves, mix of medium to small white trees, few red, standing water deeper than previous sites, pnuematophores at top","Caye","Protected","South Water Caye Marine Reserve","disturbed",6.96,30,-9,"rising (plots 1-3) to high (plot 4) to falling tide (plots 5-6)",39,"Laguncularia racemosa",604.8946146,604.8946146,124.8655341,729.7601487,729.7601486,72.5,77.5,66.9254,32.401,0,32.401,0.978,0.1837,0.0595,0,0.0595,178.6052,0,178.6052,0.32401,0.00978,16.644742,-88.163687,"mangrove"
"Morrissette_et_al_2023","Channel Caye","2",6,"Channel Caye_2_6_mangrove",2021,9,10,16.644742,-88.163687,"handheld",2,101,"mangrove","*located to the north of P5* black mangroves, mix of medium to small white trees, few red, standing water deeper than previous sites, pnuematophores at top","Caye","Protected","South Water Caye Marine Reserve","disturbed",6.96,30,-9,"rising (plots 1-3) to high (plot 4) to falling tide (plots 5-6)",39,"Laguncularia racemosa",604.8946146,604.8946146,124.8655341,729.7601487,729.7601486,95,100,51.068,24.146,0,24.146,0.829,0.1216,0.0293,0,0.0293,61.6343,0,61.6343,0.24146,0.00829,16.644742,-88.163687,"mangrove"
"Morrissette_et_al_2023","Big Creek","1",1,"Big Creek_1_1_mangrove",2021,9,12,16.50698,-88.402406,"handheld",2,110,"mangrove","massively disturbed site, filled up by dredging material, mostly red mangrove dwarf, water 2 in deep, couple bottonwood","Riverine","National Legislation",NA,"healthy",7.21,5,-55,"rising (plots 1-5) to high tide (plot 6)",7,"Rhizophora mangle",326.0861546,326.0861546,2.626544611,328.7126992,328.7126992,0,5,55.2539,26.5009,0,26.5009,1.0008,0.1459,0.0387,0,0.0387,19.3367,0,19.3367,0.265009,0.010008,16.50698,-88.402406,"mangrove"
"Morrissette_et_al_2023","Big Creek","1",1,"Big Creek_1_1_mangrove",2021,9,12,16.50698,-88.402406,"handheld",2,110,"mangrove","massively disturbed site, filled up by dredging material, mostly red mangrove dwarf, water 2 in deep, couple bottonwood","Riverine","National Legislation",NA,"healthy",7.21,5,-55,"rising (plots 1-5) to high tide (plot 6)",7,"Rhizophora mangle",326.0861546,326.0861546,2.626544611,328.7126992,328.7126992,5,10,53.0694,25.1843,0,25.1843,0.9826,0.1493,0.0376,0,0.0376,18.8027,0,18.8027,0.251843,0.009826,16.50698,-88.402406,"mangrove"
"Morrissette_et_al_2023","Big Creek","1",1,"Big Creek_1_1_mangrove",2021,9,12,16.50698,-88.402406,"handheld",2,110,"mangrove","massively disturbed site, filled up by dredging material, mostly red mangrove dwarf, water 2 in deep, couple bottonwood","Riverine","National Legislation",NA,"healthy",7.21,5,-55,"rising (plots 1-5) to high tide (plot 6)",7,"Rhizophora mangle",326.0861546,326.0861546,2.626544611,328.7126992,328.7126992,10,15,49.6176,23.4968,0,23.4968,0.8867,0.1579,0.0371,0,0.0371,18.5513,0,18.5513,0.234968,0.008867,16.50698,-88.402406,"mangrove"
"Morrissette_et_al_2023","Big Creek","1",1,"Big Creek_1_1_mangrove",2021,9,12,16.50698,-88.402406,"handheld",2,110,"mangrove","massively disturbed site, filled up by dredging material, mostly red mangrove dwarf, water 2 in deep, couple bottonwood","Riverine","National Legislation",NA,"healthy",7.21,5,-55,"rising (plots 1-5) to high tide (plot 6)",7,"Rhizophora mangle",326.0861546,326.0861546,2.626544611,328.7126992,328.7126992,15,20,49.5238,22.889,0,22.889,0.785,0.1406,0.0322,0,0.0322,16.0937,0,16.0937,0.22889,0.00785,16.50698,-88.402406,"mangrove"
"Morrissette_et_al_2023","Big Creek","1",1,"Big Creek_1_1_mangrove",2021,9,12,16.50698,-88.402406,"handheld",2,110,"mangrove","massively disturbed site, filled up by dredging material, mostly red mangrove dwarf, water 2 in deep, couple bottonwood","Riverine","National Legislation",NA,"healthy",7.21,5,-55,"rising (plots 1-5) to high tide (plot 6)",7,"Rhizophora mangle",326.0861546,326.0861546,2.626544611,328.7126992,328.7126992,20,25,47.6097,21.5905,0,21.5905,0.7694,0.1433,0.0309,0,0.0309,15.4734,0,15.4734,0.215905,0.007694,16.50698,-88.402406,"mangrove"
"Morrissette_et_al_2023","Big Creek","1",1,"Big Creek_1_1_mangrove",2021,9,12,16.50698,-88.402406,"handheld",2,110,"mangrove","massively disturbed site, filled up by dredging material, mostly red mangrove dwarf, water 2 in deep, couple bottonwood","Riverine","National Legislation",NA,"healthy",7.21,5,-55,"rising (plots 1-5) to high tide (plot 6)",7,"Rhizophora mangle",326.0861546,326.0861546,2.626544611,328.7126992,328.7126992,25,30,44.7237,20.0457,0,20.0457,0.6764,0.1218,0.0244,0,0.0244,12.204,0,12.204,0.200457,0.006764,16.50698,-88.402406,"mangrove"
"Morrissette_et_al_2023","Big Creek","1",1,"Big Creek_1_1_mangrove",2021,9,12,16.50698,-88.402406,"handheld",2,110,"mangrove","massively disturbed site, filled up by dredging material, mostly red mangrove dwarf, water 2 in deep, couple bottonwood","Riverine","National Legislation",NA,"healthy",7.21,5,-55,"rising (plots 1-5) to high tide (plot 6)",7,"Rhizophora mangle",326.0861546,326.0861546,2.626544611,328.7126992,328.7126992,30,35,38.2028,16.6773,0,16.6773,0.5681,0.1526,0.0254,0,0.0254,12.7245,0,12.7245,0.166773,0.005681,16.50698,-88.402406,"mangrove"
"Morrissette_et_al_2023","Big Creek","1",1,"Big Creek_1_1_mangrove",2021,9,12,16.50698,-88.402406,"handheld",2,110,"mangrove","massively disturbed site, filled up by dredging material, mostly red mangrove dwarf, water 2 in deep, couple bottonwood","Riverine","National Legislation",NA,"healthy",7.21,5,-55,"rising (plots 1-5) to high tide (plot 6)",7,"Rhizophora mangle",326.0861546,326.0861546,2.626544611,328.7126992,328.7126992,35,40,31.7775,14.2474,0,14.2474,0.5013,0.1777,0.0253,0,0.0253,12.6568,0,12.6568,0.142474,0.005013,16.50698,-88.402406,"mangrove"
"Morrissette_et_al_2023","Big Creek","1",1,"Big Creek_1_1_mangrove",2021,9,12,16.50698,-88.402406,"handheld",2,110,"mangrove","massively disturbed site, filled up by dredging material, mostly red mangrove dwarf, water 2 in deep, couple bottonwood","Riverine","National Legislation",NA,"healthy",7.21,5,-55,"rising (plots 1-5) to high tide (plot 6)",7,"Rhizophora mangle",326.0861546,326.0861546,2.626544611,328.7126992,328.7126992,40,45,28.8636,12.2051,0,12.2051,0.4274,0.2112,0.0258,0,0.0258,12.8897,0,12.8897,0.122051,0.004274,16.50698,-88.402406,"mangrove"
"Morrissette_et_al_2023","Big Creek","1",1,"Big Creek_1_1_mangrove",2021,9,12,16.50698,-88.402406,"handheld",2,110,"mangrove","massively disturbed site, filled up by dredging material, mostly red mangrove dwarf, water 2 in deep, couple bottonwood","Riverine","National Legislation",NA,"healthy",7.21,5,-55,"rising (plots 1-5) to high tide (plot 6)",7,"Rhizophora mangle",326.0861546,326.0861546,2.626544611,328.7126992,328.7126992,45,50,20.4182,7.4939,0,7.4939,0.3739,0.2635,0.0197,0,0.0197,9.8738,0,9.8738,0.074939,0.003739,16.50698,-88.402406,"mangrove"
"Morrissette_et_al_2023","Big Creek","1",1,"Big Creek_1_1_mangrove",2021,9,12,16.50698,-88.402406,"handheld",2,110,"mangrove","massively disturbed site, filled up by dredging material, mostly red mangrove dwarf, water 2 in deep, couple bottonwood","Riverine","National Legislation",NA,"healthy",7.21,5,-55,"rising (plots 1-5) to high tide (plot 6)",7,"Rhizophora mangle",326.0861546,326.0861546,2.626544611,328.7126992,328.7126992,72.5,77.5,26.3896,10.7771,0,10.7771,0.4465,0.2745,0.0296,0,0.0296,177.4795,0,177.4795,0.107771,0.004465,16.50698,-88.402406,"mangrove"
