"study_id","site_id","core_id","core_year","core_latitude","core_longitude","core_position_method","core_position_notes","salinity_class","salinity_method","vegetation_class","vegetation_method","core_length_flag","depth_min","depth_max","dry_bulk_density","fraction_organic_matter","fraction_carbon","cs137_activity","cs137_activity_se","depth_interval_notes","fraction_nitrogen","Habitat_type"
"Piazza_et_al_2020","CRMS0312","0312_2",2006.75,29.50504,-90.38535,"handheld","Looks like it's taken from boat near shore.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",6,8,0.1163,0.85006,NA,7.9278,3.1582,NA,NA,"saltmarsh"
"Piazza_et_al_2020","CRMS0312","0312_2",2006.75,29.50504,-90.38535,"handheld","Looks like it's taken from boat near shore.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",8,10,0.107,0.826495,NA,9.4109,3.5818,NA,NA,"saltmarsh"
"Piazza_et_al_2020","CRMS0312","0312_2",2006.75,29.50504,-90.38535,"handheld","Looks like it's taken from boat near shore.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",10,12,0.0964,0.867169,NA,11.6889,2.8021,NA,NA,"saltmarsh"
"Piazza_et_al_2020","CRMS0312","0312_2",2006.75,29.50504,-90.38535,"handheld","Looks like it's taken from boat near shore.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",12,14,0.0903,0.873651,NA,9.6547,4.3574,NA,NA,"saltmarsh"
"Piazza_et_al_2020","CRMS0312","0312_2",2006.75,29.50504,-90.38535,"handheld","Looks like it's taken from boat near shore.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",14,16,0.0789,0.890428,NA,6.2152,4.8557,NA,NA,"saltmarsh"
"Piazza_et_al_2020","CRMS0312","0312_2",2006.75,29.50504,-90.38535,"handheld","Looks like it's taken from boat near shore.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",16,18,0.0812,0.888743,NA,16.017,4.5396,NA,NA,"saltmarsh"
"Piazza_et_al_2020","CRMS0312","0312_2",2006.75,29.50504,-90.38535,"handheld","Looks like it's taken from boat near shore.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",18,20,0.0846,0.876404,NA,8.7847,4.6559,NA,NA,"saltmarsh"
"Piazza_et_al_2020","CRMS0312","0312_2",2006.75,29.50504,-90.38535,"handheld","Looks like it's taken from boat near shore.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",20,22,0.0821,0.877631,NA,25.5673,4.6486,NA,NA,"saltmarsh"
"Piazza_et_al_2020","CRMS0312","0312_2",2006.75,29.50504,-90.38535,"handheld","Looks like it's taken from boat near shore.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",22,24,0.0946,0.880817,NA,79.4959,4.2869,NA,NA,"saltmarsh"
"Piazza_et_al_2020","CRMS0312","0312_2",2006.75,29.50504,-90.38535,"handheld","Looks like it's taken from boat near shore.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",24,26,0.119,0.855122,NA,102.8648,2.8222,NA,NA,"saltmarsh"
"Piazza_et_al_2020","CRMS0312","0312_2",2006.75,29.50504,-90.38535,"handheld","Looks like it's taken from boat near shore.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",26,28,0.1074,0.850801,NA,47.5942,3.8552,NA,NA,"saltmarsh"
"Piazza_et_al_2020","CRMS0312_H","0312_H_1",2006.75,29.49233,-90.36175,"other low resolution","Looks like it's taken from boat near shore.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",0,2,NA,NA,NA,NA,NA,"burnt",NA,"saltmarsh"
"Piazza_et_al_2020","CRMS0312_H","0312_H_1",2006.75,29.49233,-90.36175,"other low resolution","Looks like it's taken from boat near shore.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",2,4,NA,NA,NA,NA,NA,"burnt",NA,"saltmarsh"
"Piazza_et_al_2020","CRMS0312_H","0312_H_1",2006.75,29.49233,-90.36175,"other low resolution","Looks like it's taken from boat near shore.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",4,6,0.1107,0.542492,0.206531,2.7988,0.3807,NA,0.016555,"saltmarsh"
"Piazza_et_al_2020","CRMS0312_H","0312_H_1",2006.75,29.49233,-90.36175,"other low resolution","Looks like it's taken from boat near shore.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",6,8,0.0896,0.636754,0.344359,1.4589,0.3699,NA,0.018872,"saltmarsh"
"Piazza_et_al_2020","CRMS0312_H","0312_H_1",2006.75,29.49233,-90.36175,"other low resolution","Looks like it's taken from boat near shore.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",8,10,0.0666,0.716747,0.24094,1.13,0.3803,NA,0.018873,"saltmarsh"
"Piazza_et_al_2020","CRMS0312_H","0312_H_1",2006.75,29.49233,-90.36175,"other low resolution","Looks like it's taken from boat near shore.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",10,12,0.0795,0.792962,0.255567,0.4531,0.3374,NA,0.019724,"saltmarsh"
"Piazza_et_al_2020","CRMS0312_H","0312_H_1",2006.75,29.49233,-90.36175,"other low resolution","Looks like it's taken from boat near shore.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",12,14,0.0568,0.79461,0.338667,0.1072,0.593,NA,0.020818,"saltmarsh"
"Piazza_et_al_2020","CRMS0312_H","0312_H_1",2006.75,29.49233,-90.36175,"other low resolution","Looks like it's taken from boat near shore.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",14,16,0.0785,0.777241,0.328437,-0.1021,0.6393,NA,0.019906,"saltmarsh"
"Piazza_et_al_2020","CRMS0312_H","0312_H_1",2006.75,29.49233,-90.36175,"other low resolution","Looks like it's taken from boat near shore.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",16,18,0.0974,0.717934,0.291186,1.5659,0.2603,NA,0.019081,"saltmarsh"
"Piazza_et_al_2020","CRMS0312_H","0312_H_1",2006.75,29.49233,-90.36175,"other low resolution","Looks like it's taken from boat near shore.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",18,20,0.1198,0.652198,0.258289,1.8578,0.2521,NA,0.018403,"saltmarsh"
"Piazza_et_al_2020","CRMS0312_H","0312_H_1",2006.75,29.49233,-90.36175,"other low resolution","Looks like it's taken from boat near shore.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",20,22,0.0884,0.706281,0.275047,0.9986,0.2626,NA,0.018973,"saltmarsh"
"Piazza_et_al_2020","CRMS0312_H","0312_H_1",2006.75,29.49233,-90.36175,"other low resolution","Looks like it's taken from boat near shore.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",22,24,0.0758,0.73871,0.292785,1.2271,0.2706,NA,0.020608,"saltmarsh"
"Piazza_et_al_2020","CRMS0312_H","0312_H_1",2006.75,29.49233,-90.36175,"other low resolution","Looks like it's taken from boat near shore.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",24,26,0.0723,0.772812,0.302265,1.3252,0.2719,NA,0.019907,"saltmarsh"
"Piazza_et_al_2020","CRMS0312_H","0312_H_1",2006.75,29.49233,-90.36175,"other low resolution","Looks like it's taken from boat near shore.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",26,28,0.0848,0.660331,0.244766,1.1154,0.5093,NA,0.018359,"saltmarsh"
"Piazza_et_al_2020","CRMS0312_H","0312_H_1",2006.75,29.49233,-90.36175,"other low resolution","Looks like it's taken from boat near shore.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",28,30,0.1242,0.518298,0.209489,2.75,0.9751,NA,0.017823,"saltmarsh"
"Piazza_et_al_2020","CRMS0312_H","0312_H_1",2006.75,29.49233,-90.36175,"other low resolution","Looks like it's taken from boat near shore.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",30,32,0.1123,0.639951,0.274371,15.1812,0.9549,NA,0.021079,"saltmarsh"
"Piazza_et_al_2020","CRMS0312_H","0312_H_1",2006.75,29.49233,-90.36175,"other low resolution","Looks like it's taken from boat near shore.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",32,34,0.0921,0.766857,0.361044,21.0983,0.5307,NA,0.028309,"saltmarsh"
"Piazza_et_al_2020","CRMS0312_H","0312_H_1",2006.75,29.49233,-90.36175,"other low resolution","Looks like it's taken from boat near shore.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",34,36,0.0901,0.772809,0.370274,26.6811,0.6466,NA,0.027933,"saltmarsh"
"Piazza_et_al_2020","CRMS0312_H","0312_H_1",2006.75,29.49233,-90.36175,"other low resolution","Looks like it's taken from boat near shore.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",36,38,0.0829,0.793438,0.358505,3.4249,0.396,NA,0.026645,"saltmarsh"
"Piazza_et_al_2020","CRMS0312_H","0312_H_1",2006.75,29.49233,-90.36175,"other low resolution","Looks like it's taken from boat near shore.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",38,40,0.0856,0.835701,0.398596,7.3328,0.6486,NA,0.029486,"saltmarsh"
"Piazza_et_al_2020","CRMS0312_H","0312_H_1",2006.75,29.49233,-90.36175,"other low resolution","Looks like it's taken from boat near shore.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",40,42,0.0923,0.783593,0.373802,2.4289,0.2951,NA,0.027188,"saltmarsh"
"Piazza_et_al_2020","CRMS0312_H","0312_H_1",2006.75,29.49233,-90.36175,"other low resolution","Looks like it's taken from boat near shore.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",42,44,0.1072,0.755966,0.355059,1.6709,0.369,NA,0.025592,"saltmarsh"
"Piazza_et_al_2020","CRMS0312_H","0312_H_2",2006.75,29.49233,-90.36175,"other low resolution","Looks like it's taken from boat near shore.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",0,2,0.1034,0.561827,0.253154,24.0509,4.9742,NA,0.01365,"saltmarsh"
"Piazza_et_al_2020","CRMS0312_H","0312_H_2",2006.75,29.49233,-90.36175,"other low resolution","Looks like it's taken from boat near shore.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",2,4,0.0956,0.596029,0.271079,23.6005,4.9627,NA,0.015277,"saltmarsh"
"Piazza_et_al_2020","CRMS0312_H","0312_H_2",2006.75,29.49233,-90.36175,"other low resolution","Looks like it's taken from boat near shore.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",4,6,0.0904,0.576279,0.255471,25.3222,5.1895,NA,0.015868,"saltmarsh"
"Piazza_et_al_2020","CRMS0312_H","0312_H_2",2006.75,29.49233,-90.36175,"other low resolution","Looks like it's taken from boat near shore.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",6,8,0.1035,0.442021,0.186994,28.4529,4.6062,NA,0.013616,"saltmarsh"
"Piazza_et_al_2020","CRMS0312_H","0312_H_2",2006.75,29.49233,-90.36175,"other low resolution","Looks like it's taken from boat near shore.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",8,10,0.1185,0.518032,0.213718,22.0238,3.9844,NA,0.014747,"saltmarsh"
"Piazza_et_al_2020","CRMS0312_H","0312_H_2",2006.75,29.49233,-90.36175,"other low resolution","Looks like it's taken from boat near shore.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",10,12,0.0784,0.696564,0.300713,10.6235,6.4426,NA,0.018225,"saltmarsh"
"Piazza_et_al_2020","CRMS0312_H","0312_H_2",2006.75,29.49233,-90.36175,"other low resolution","Looks like it's taken from boat near shore.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",12,14,0.068,0.682721,0.303002,7.5904,6.9771,NA,0.018501,"saltmarsh"
"Piazza_et_al_2020","CRMS0312_H","0312_H_2",2006.75,29.49233,-90.36175,"other low resolution","Looks like it's taken from boat near shore.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",14,16,0.0726,0.686074,0.290736,15.0477,6.5457,NA,0.018475,"saltmarsh"
"Piazza_et_al_2020","CRMS0312_H","0312_H_2",2006.75,29.49233,-90.36175,"other low resolution","Looks like it's taken from boat near shore.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",16,18,0.1012,0.581946,0.245683,34.3177,4.3918,NA,0.016851,"saltmarsh"
"Piazza_et_al_2020","CRMS0312_H","0312_H_2",2006.75,29.49233,-90.36175,"other low resolution","Looks like it's taken from boat near shore.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",18,20,0.1354,0.455176,0.188138,37.7343,3.6956,NA,0.012614,"saltmarsh"
"Piazza_et_al_2020","CRMS0312_H","0312_H_2",2006.75,29.49233,-90.36175,"other low resolution","Looks like it's taken from boat near shore.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",20,22,0.1223,0.426002,0.175306,48.4893,4.0107,NA,0.012222,"saltmarsh"
"Piazza_et_al_2020","CRMS0312_H","0312_H_2",2006.75,29.49233,-90.36175,"other low resolution","Looks like it's taken from boat near shore.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",22,24,0.106,0.497653,0.211031,55.8762,4.4605,NA,0.015468,"saltmarsh"
"Piazza_et_al_2020","CRMS0312_H","0312_H_2",2006.75,29.49233,-90.36175,"other low resolution","Looks like it's taken from boat near shore.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",24,26,0.0767,0.57779,0.24193,47.3824,6.0267,NA,0.018336,"saltmarsh"
"Piazza_et_al_2020","CRMS0312_H","0312_H_2",2006.75,29.49233,-90.36175,"other low resolution","Looks like it's taken from boat near shore.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",26,28,0.0833,0.548554,0.221141,56.2656,5.9192,NA,0.016789,"saltmarsh"
"Piazza_et_al_2020","CRMS0312_H","0312_H_2",2006.75,29.49233,-90.36175,"other low resolution","Looks like it's taken from boat near shore.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",28,30,0.0911,0.533299,0.233692,50.6185,5.1359,NA,0.016764,"saltmarsh"
"Piazza_et_al_2020","CRMS0312_H","0312_H_2",2006.75,29.49233,-90.36175,"other low resolution","Looks like it's taken from boat near shore.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",30,32,0.0867,0.566607,0.246263,44.051,5.7175,NA,0.018301,"saltmarsh"
"Piazza_et_al_2020","CRMS0312_H","0312_H_2",2006.75,29.49233,-90.36175,"other low resolution","Looks like it's taken from boat near shore.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",32,34,0.0992,0.455054,0.189227,58.7829,5.1318,NA,0.014986,"saltmarsh"
"Piazza_et_al_2020","CRMS0312_H","0312_H_2",2006.75,29.49233,-90.36175,"other low resolution","Looks like it's taken from boat near shore.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",34,36,0.1072,0.52433,0.226256,84.0931,4.9559,NA,0.015874,"saltmarsh"
"Piazza_et_al_2020","CRMS0312_H","0312_H_2",2006.75,29.49233,-90.36175,"other low resolution","Looks like it's taken from boat near shore.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",36,38,0.09,0.65155,0.289124,279.9277,4.8867,NA,0.021313,"saltmarsh"
"Piazza_et_al_2020","CRMS0312_H","0312_H_2",2006.75,29.49233,-90.36175,"other low resolution","Looks like it's taken from boat near shore.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",38,40,0.0985,0.706437,0.327933,365.4836,6.5771,NA,0.024871,"saltmarsh"
"Piazza_et_al_2020","CRMS0312_H","0312_H_2",2006.75,29.49233,-90.36175,"other low resolution","Looks like it's taken from boat near shore.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",40,42,0.096,0.753289,0.356169,155.4304,5.9656,NA,0.026746,"saltmarsh"
"Piazza_et_al_2020","CRMS0312_H","0312_H_2",2006.75,29.49233,-90.36175,"other low resolution","Looks like it's taken from boat near shore.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",42,44,0.0952,0.790353,0.363809,57.4482,5.2534,NA,0.026664,"saltmarsh"
"Piazza_et_al_2020","CRMS0326","0326_1",2006.75,29.273717,-91.07405,"handheld","Point located next to CRMS setup on Google Earth.","saline","measurement","emergent","measurement","core depth limited by length of corer",0,2,0.1491,0.162765,0.067257,5.9959,4.0972,NA,0.003773,"saltmarsh"
"Piazza_et_al_2020","CRMS0326","0326_1",2006.75,29.273717,-91.07405,"handheld","Point located next to CRMS setup on Google Earth.","saline","measurement","emergent","measurement","core depth limited by length of corer",2,4,0.4357,0.113288,0.047436,4.2208,1.4595,NA,0.002727,"saltmarsh"
"Piazza_et_al_2020","CRMS0326","0326_1",2006.75,29.273717,-91.07405,"handheld","Point located next to CRMS setup on Google Earth.","saline","measurement","emergent","measurement","core depth limited by length of corer",4,6,0.4215,0.120067,0.04955,2.3237,1.4992,NA,0.00231,"saltmarsh"
"Piazza_et_al_2020","CRMS0326","0326_1",2006.75,29.273717,-91.07405,"handheld","Point located next to CRMS setup on Google Earth.","saline","measurement","emergent","measurement","core depth limited by length of corer",6,8,0.1467,0.343814,0.13018,4.7772,4.0947,NA,0.005895,"saltmarsh"
"Piazza_et_al_2020","CRMS0326","0326_1",2006.75,29.273717,-91.07405,"handheld","Point located next to CRMS setup on Google Earth.","saline","measurement","emergent","measurement","core depth limited by length of corer",8,10,0.2524,0.252552,0.108054,1.7581,2.386,NA,0.004496,"saltmarsh"
"Piazza_et_al_2020","CRMS0326","0326_1",2006.75,29.273717,-91.07405,"handheld","Point located next to CRMS setup on Google Earth.","saline","measurement","emergent","measurement","core depth limited by length of corer",10,12,0.343,0.143758,0.048563,6.4146,1.7536,NA,0.00263,"saltmarsh"
"Piazza_et_al_2020","CRMS0326","0326_1",2006.75,29.273717,-91.07405,"handheld","Point located next to CRMS setup on Google Earth.","saline","measurement","emergent","measurement","core depth limited by length of corer",12,14,0.4639,0.11671,0.0478,1.126,1.3308,NA,0.002346,"saltmarsh"
"Piazza_et_al_2020","CRMS0326","0326_1",2006.75,29.273717,-91.07405,"handheld","Point located next to CRMS setup on Google Earth.","saline","measurement","emergent","measurement","core depth limited by length of corer",14,16,0.5392,0.105288,0.056842,2.4848,1.0724,NA,0.002471,"saltmarsh"
"Piazza_et_al_2020","CRMS0326","0326_1",2006.75,29.273717,-91.07405,"handheld","Point located next to CRMS setup on Google Earth.","saline","measurement","emergent","measurement","core depth limited by length of corer",16,18,0.7047,0.084464,0.029764,-0.6817,0.9495,NA,0.001557,"saltmarsh"
"Piazza_et_al_2020","CRMS0326","0326_1",2006.75,29.273717,-91.07405,"handheld","Point located next to CRMS setup on Google Earth.","saline","measurement","emergent","measurement","core depth limited by length of corer",18,20,0.2969,0.260134,0.096207,3.3111,2.2835,NA,0.003917,"saltmarsh"
"Piazza_et_al_2020","CRMS0326","0326_1",2006.75,29.273717,-91.07405,"handheld","Point located next to CRMS setup on Google Earth.","saline","measurement","emergent","measurement","core depth limited by length of corer",20,22,0.1385,0.535328,0.243858,12.9506,4.394,NA,0.010742,"saltmarsh"
"Piazza_et_al_2020","CRMS0326","0326_1",2006.75,29.273717,-91.07405,"handheld","Point located next to CRMS setup on Google Earth.","saline","measurement","emergent","measurement","core depth limited by length of corer",22,24,0.1563,0.464037,0.198397,14.8465,4.1483,NA,0.009461,"saltmarsh"
"Piazza_et_al_2020","CRMS0326","0326_1",2006.75,29.273717,-91.07405,"handheld","Point located next to CRMS setup on Google Earth.","saline","measurement","emergent","measurement","core depth limited by length of corer",24,26,0.1352,0.495713,0.226683,22.7715,4.5543,NA,0.011162,"saltmarsh"
"Piazza_et_al_2020","CRMS0326","0326_1",2006.75,29.273717,-91.07405,"handheld","Point located next to CRMS setup on Google Earth.","saline","measurement","emergent","measurement","core depth limited by length of corer",26,28,0.1148,0.571124,0.248942,17.6984,5.9491,NA,0.011668,"saltmarsh"
"Piazza_et_al_2020","CRMS0326","0326_1",2006.75,29.273717,-91.07405,"handheld","Point located next to CRMS setup on Google Earth.","saline","measurement","emergent","measurement","core depth limited by length of corer",28,30,0.1608,0.423282,0.166696,37.2846,4.3286,NA,0.008782,"saltmarsh"
"Piazza_et_al_2020","CRMS0326","0326_1",2006.75,29.273717,-91.07405,"handheld","Point located next to CRMS setup on Google Earth.","saline","measurement","emergent","measurement","core depth limited by length of corer",30,32,0.3103,0.188666,0.0705,30.4773,2.508,NA,0.003411,"saltmarsh"
"Piazza_et_al_2020","CRMS0326","0326_1",2006.75,29.273717,-91.07405,"handheld","Point located next to CRMS setup on Google Earth.","saline","measurement","emergent","measurement","core depth limited by length of corer",32,34,0.4638,0.123834,0.0366,12.9309,1.3972,NA,0.002254,"saltmarsh"
"Piazza_et_al_2020","CRMS0326","0326_1",2006.75,29.273717,-91.07405,"handheld","Point located next to CRMS setup on Google Earth.","saline","measurement","emergent","measurement","core depth limited by length of corer",34,36,0.6299,0.093527,0.036941,7.9658,1.1132,NA,0.002194,"saltmarsh"
"Piazza_et_al_2020","CRMS0326","0326_1",2006.75,29.273717,-91.07405,"handheld","Point located next to CRMS setup on Google Earth.","saline","measurement","emergent","measurement","core depth limited by length of corer",36,38,0.7707,0.056512,0.017555,9.4986,0.9742,NA,0.00114,"saltmarsh"
"Piazza_et_al_2020","CRMS0326","0326_1",2006.75,29.273717,-91.07405,"handheld","Point located next to CRMS setup on Google Earth.","saline","measurement","emergent","measurement","core depth limited by length of corer",38,40,0.3247,0.199553,0.061777,40.8981,1.7829,NA,0.003586,"saltmarsh"
"Piazza_et_al_2020","CRMS0326","0326_1",2006.75,29.273717,-91.07405,"handheld","Point located next to CRMS setup on Google Earth.","saline","measurement","emergent","measurement","core depth limited by length of corer",40,42,0.2311,0.279537,0.106054,47.2423,3.3178,NA,0.006498,"saltmarsh"
"Piazza_et_al_2020","CRMS0326","0326_1",2006.75,29.273717,-91.07405,"handheld","Point located next to CRMS setup on Google Earth.","saline","measurement","emergent","measurement","core depth limited by length of corer",42,44,0.1453,0.461879,0.19135,14.8024,4.3537,NA,0.01017,"saltmarsh"
"Piazza_et_al_2020","CRMS0326","0326_1",2006.75,29.273717,-91.07405,"handheld","Point located next to CRMS setup on Google Earth.","saline","measurement","emergent","measurement","core depth limited by length of corer",44,46,0.1618,0.410378,0.206339,14.4593,3.916,NA,0.010608,"saltmarsh"
"Piazza_et_al_2020","CRMS0326","0326_2",2006.75,29.273717,-91.07405,"handheld","Point located next to CRMS setup on Google Earth.","saline","measurement","emergent","measurement","core depth limited by length of corer",0,2,0.248,0.164251,0.064539,2.316,1.544,NA,0.003699,"saltmarsh"
"Piazza_et_al_2020","CRMS0326","0326_2",2006.75,29.273717,-91.07405,"handheld","Point located next to CRMS setup on Google Earth.","saline","measurement","emergent","measurement","core depth limited by length of corer",2,4,0.372,0.163612,0.05698,2.9336,1.0546,NA,0.003167,"saltmarsh"
"Piazza_et_al_2020","CRMS0326","0326_2",2006.75,29.273717,-91.07405,"handheld","Point located next to CRMS setup on Google Earth.","saline","measurement","emergent","measurement","core depth limited by length of corer",4,6,0.2818,0.203952,0.063519,4.0551,1.3267,NA,0.003481,"saltmarsh"
"Piazza_et_al_2020","CRMS0326","0326_2",2006.75,29.273717,-91.07405,"handheld","Point located next to CRMS setup on Google Earth.","saline","measurement","emergent","measurement","core depth limited by length of corer",6,8,0.2132,0.252258,0.076012,1.884,1.6448,NA,0.00402,"saltmarsh"
"Piazza_et_al_2020","CRMS0326","0326_2",2006.75,29.273717,-91.07405,"handheld","Point located next to CRMS setup on Google Earth.","saline","measurement","emergent","measurement","core depth limited by length of corer",8,10,0.25,0.229622,0.315905,3.065,1.5477,NA,0.021531,"saltmarsh"
"Piazza_et_al_2020","CRMS0326","0326_2",2006.75,29.273717,-91.07405,"handheld","Point located next to CRMS setup on Google Earth.","saline","measurement","emergent","measurement","core depth limited by length of corer",10,12,0.2012,0.195971,0.059408,2.8737,1.9924,NA,0.003273,"saltmarsh"
"Piazza_et_al_2020","CRMS0326","0326_2",2006.75,29.273717,-91.07405,"handheld","Point located next to CRMS setup on Google Earth.","saline","measurement","emergent","measurement","core depth limited by length of corer",12,14,0.2598,0.187047,0.063371,1.0125,1.4778,NA,0.003307,"saltmarsh"
"Piazza_et_al_2020","CRMS0326","0326_2",2006.75,29.273717,-91.07405,"handheld","Point located next to CRMS setup on Google Earth.","saline","measurement","emergent","measurement","core depth limited by length of corer",14,16,0.4553,0.15143,0.052844,2.2272,0.9111,NA,0.002803,"saltmarsh"
"Piazza_et_al_2020","CRMS0326","0326_2",2006.75,29.273717,-91.07405,"handheld","Point located next to CRMS setup on Google Earth.","saline","measurement","emergent","measurement","core depth limited by length of corer",16,18,0.6796,0.095771,0.030008,1.6347,0.5853,NA,0.00163,"saltmarsh"
"Piazza_et_al_2020","CRMS0326","0326_2",2006.75,29.273717,-91.07405,"handheld","Point located next to CRMS setup on Google Earth.","saline","measurement","emergent","measurement","core depth limited by length of corer",18,20,0.9896,0.057409,0.017397,1.3737,0.4288,NA,0.001802,"saltmarsh"
"Piazza_et_al_2020","CRMS0326","0326_2",2006.75,29.273717,-91.07405,"handheld","Point located next to CRMS setup on Google Earth.","saline","measurement","emergent","measurement","core depth limited by length of corer",20,22,1.1667,0.037797,0.036153,1.5282,0.3431,NA,0.001876,"saltmarsh"
"Piazza_et_al_2020","CRMS0326","0326_2",2006.75,29.273717,-91.07405,"handheld","Point located next to CRMS setup on Google Earth.","saline","measurement","emergent","measurement","core depth limited by length of corer",22,24,0.4053,0.133673,0.120407,4.1021,0.9859,NA,0.005367,"saltmarsh"
"Piazza_et_al_2020","CRMS0326","0326_2",2006.75,29.273717,-91.07405,"handheld","Point located next to CRMS setup on Google Earth.","saline","measurement","emergent","measurement","core depth limited by length of corer",24,26,0.1661,0.437928,0.167912,8.6527,2.3518,NA,0.00802,"saltmarsh"
"Piazza_et_al_2020","CRMS0326","0326_2",2006.75,29.273717,-91.07405,"handheld","Point located next to CRMS setup on Google Earth.","saline","measurement","emergent","measurement","core depth limited by length of corer",26,28,0.1261,0.503963,0.179631,19.5837,4.8396,NA,0.009409,"saltmarsh"
"Piazza_et_al_2020","CRMS0326","0326_2",2006.75,29.273717,-91.07405,"handheld","Point located next to CRMS setup on Google Earth.","saline","measurement","emergent","measurement","core depth limited by length of corer",28,30,0.139,0.465873,0.103227,42.3135,2.8652,NA,0.005743,"saltmarsh"
"Piazza_et_al_2020","CRMS0326","0326_2",2006.75,29.273717,-91.07405,"handheld","Point located next to CRMS setup on Google Earth.","saline","measurement","emergent","measurement","core depth limited by length of corer",30,32,0.2156,0.252685,0.054295,50.846,2.2228,NA,0.002736,"saltmarsh"
"Piazza_et_al_2020","CRMS0326","0326_2",2006.75,29.273717,-91.07405,"handheld","Point located next to CRMS setup on Google Earth.","saline","measurement","emergent","measurement","core depth limited by length of corer",32,34,0.3912,0.145996,0.022624,23.9548,2.4823,NA,0.00115,"saltmarsh"
"Piazza_et_al_2020","CRMS0326","0326_2",2006.75,29.273717,-91.07405,"handheld","Point located next to CRMS setup on Google Earth.","saline","measurement","emergent","measurement","core depth limited by length of corer",34,36,0.6779,0.080134,0.071246,4.4449,0.7914,NA,0.003734,"saltmarsh"
"Piazza_et_al_2020","CRMS0326","0326_2",2006.75,29.273717,-91.07405,"handheld","Point located next to CRMS setup on Google Earth.","saline","measurement","emergent","measurement","core depth limited by length of corer",36,38,0.296,0.220853,0.116698,NA,NA,NA,0.006283,"saltmarsh"
"Piazza_et_al_2020","CRMS0326","0326_2",2006.75,29.273717,-91.07405,"handheld","Point located next to CRMS setup on Google Earth.","saline","measurement","emergent","measurement","core depth limited by length of corer",38,40,0.2023,0.295,0.19562,14.3281,2.7048,NA,0.010337,"saltmarsh"
"Piazza_et_al_2020","CRMS0326","0326_2",2006.75,29.273717,-91.07405,"handheld","Point located next to CRMS setup on Google Earth.","saline","measurement","emergent","measurement","core depth limited by length of corer",40,42,0.1257,0.287732,0.012071,14.9626,6.0221,NA,0,"saltmarsh"
"Piazza_et_al_2020","CRMS0326","0326_2",2006.75,29.273717,-91.07405,"handheld","Point located next to CRMS setup on Google Earth.","saline","measurement","emergent","measurement","core depth limited by length of corer",42,44,0.1369,0.520015,0.18107,21.4522,8.4017,NA,0.009643,"saltmarsh"
